ID	pub	nana	pend	Latitude	Longitude	distance	Pop
121	0.9006	0.0372	0.0622	58.8919	-3.383755	0	Pop11
122	0.9601	0.0242	0.0157	58.8919	-3.383755	0	Pop11
123	0.984	0.01	0.006	58.8919	-3.383755	0	Pop11
124	0.987	0.007	0.006	58.8919	-3.383755	0	Pop11
125	0.9763	0.0207	0.003	58.8919	-3.383755	0	Pop11
126	0.987	0.007	0.006	58.8919	-3.383755	0	Pop11
127	0.937	0.0577	0.0053	58.8919	-3.383755	0	Pop11
128	0.8233	0.1717	0.005	58.8919	-3.383755	0	Pop11
129	0.9937	0.0033	0.003	58.8919	-3.383755	0	Pop11
130	0.9369	0.0578	0.0053	58.8919	-3.383755	0	Pop11
131	0.9898	0.0042	0.006	58.8919	-3.383755	0	Pop11
132	0.9899	0.0051	0.005	58.8919	-3.383755	0	Pop11
133	0.937	0.0577	0.0053	58.8919	-3.383755	0	Pop11
134	0.9819	0.0121	0.006	58.8919	-3.383755	0	Pop11
135	0.9371	0.0578	0.0051	58.8919	-3.383755	0	Pop11
136	0.9867	0.0073	0.006	58.8919	-3.383755	0	Pop11
137	0.9372	0.0577	0.0051	58.8919	-3.383755	0	Pop11
138	0.6211	0.3737	0.0052	58.8919	-3.383755	0	Pop11
139	0.9168	0.022	0.0612	58.8919	-3.383755	0	Pop11
140	0.985	0.01	0.005	58.8919	-3.383755	0	Pop11
141	0.8231	0.1719	0.005	58.8919	-3.383755	0	Pop11
142	0.8241	0.1709	0.005	58.8919	-3.383755	0	Pop11
143	0.937	0.0577	0.0053	58.8919	-3.383755	0	Pop11
144	0.9891	0.002	0.0089	58.528058	-4.20936	7.66	Pop12
145	0.9842	0.0077	0.0081	58.5277	-4.209666	7.66	Pop12
146	0.9454	0.004	0.0506	58.5277	-4.209666	7.66	Pop12
147	0.9889	0.002	0.0091	58.5277	-4.209666	7.66	Pop12
148	0.9848	0.0031	0.0121	58.5277	-4.209666	7.66	Pop12
149	0.972	0.0061	0.0219	58.5277	-4.209666	7.66	Pop12
150	0.9901	0.0049	0.005	58.5277	-4.209666	7.66	Pop12
151	0.951	0.0344	0.0146	58.500686	-4.374823	6.33	Pop13
152	0.9811	0.008	0.0109	58.485084	-4.660512	17.23	Pop14
153	0.9595	0.0335	0.007	58.485084	-4.660512	17.23	Pop14
154	0.9877	0.006	0.0063	58.485084	-4.660512	17.23	Pop14
155	0.992	0.002	0.006	58.485084	-4.660512	17.23	Pop14
156	0.9887	0.0061	0.0052	58.485084	-4.660512	17.23	Pop14
157	0.9764	0.0033	0.0203	58.485084	-4.660512	17.23	Pop14
158	0.991	0.003	0.006	58.485084	-4.660512	17.23	Pop14
159	0.9911	0.004	0.0049	58.485084	-4.660512	17.23	Pop14
160	0.991	0.004	0.005	58.485084	-4.660512	17.23	Pop14
161	0.9801	0.0108	0.0091	58.485084	-4.660512	17.23	Pop14
162	0.9847	0.0123	0.003	58.485084	-4.660512	17.23	Pop14
163	0.9561	0.0389	0.005	58.485084	-4.660512	17.23	Pop14
164	0.988	0.005	0.007	58.485084	-4.660512	17.23	Pop14
165	0.9857	0.007	0.0073	58.485084	-4.660512	17.23	Pop14
166	0.7694	0.2276	0.003	58.485084	-4.660512	17.23	Pop14
167	0.9714	0.0246	0.004	58.485084	-4.660512	17.23	Pop14
168	0.9038	0.0932	0.003	58.485084	-4.660512	17.23	Pop14
169	0.9855	0.006	0.0085	58.484644	-4.220324	4.78	Pop15
170	0.9791	0.0139	0.007	58.484644	-4.220324	4.78	Pop15
171	0.9633	0.005	0.0317	58.484644	-4.220324	4.78	Pop15
172	0.9865	0.0095	0.004	58.484644	-4.220324	4.78	Pop15
173	0.9316	0.0654	0.003	58.484644	-4.220324	4.78	Pop15
174	0.982	0.006	0.012	58.484644	-4.220324	4.78	Pop15
175	0.9892	0.003	0.0078	58.484644	-4.220324	4.78	Pop15
176	0.9892	0.004	0.0068	58.484644	-4.220324	4.78	Pop15
177	0.989	0.005	0.006	58.484644	-4.220324	4.78	Pop15
178	0.7905	0.006	0.2035	58.484644	-4.220324	4.78	Pop15
179	0.9499	0.0411	0.009	58.484644	-4.220324	4.78	Pop15
180	0.9843	0.0087	0.007	58.484644	-4.220324	4.78	Pop15
181	0.989	0.008	0.003	58.484644	-4.220324	4.78	Pop15
182	0.969	0.026	0.005	58.484644	-4.220324	4.78	Pop15
183	0.9878	0.004	0.0082	58.484644	-4.220324	4.78	Pop15
184	0.9788	0.0089	0.0123	58.484644	-4.220324	4.78	Pop15
185	0.991	0.005	0.004	58.484644	-4.220324	4.78	Pop15
186	0.9805	0.003	0.0165	58.484644	-4.220324	4.78	Pop15
187	0.9486	0.0029	0.0485	58.47371	-4.424467	3.9	Pop16
188	0.9763	0.0053	0.0184	58.474782	-4.424439	3.9	Pop16
189	0.989	0.002	0.009	58.475066	-4.42689	3.9	Pop16
190	0.9564	0.0219	0.0217	58.474314	-4.428445	3.9	Pop16
191	0.9745	0.012	0.0135	58.475289	-4.435964	3.9	Pop16
192	0.977	0.012	0.011	58.475177	-4.435932	3.9	Pop16
193	0.9856	0.005	0.0094	58.464178	-4.421791	3.9	Pop16
194	0.6598	0.003	0.3372	58.464359	-4.421833	3.9	Pop16
195	0.9791	0.009	0.0119	58.464484	-4.421479	3.9	Pop16
196	0.9881	0.0079	0.004	58.455335	-4.428176	3.9	Pop16
197	0.9693	0.0257	0.005	58.455259	-4.428191	3.9	Pop16
198	0.977	0.021	0.002	58.453754	-4.428924	3.9	Pop16
199	0.9704	0.0205	0.0091	58.44204	-4.42528	1.46	Pop17
200	0.9876	0.009	0.0034	58.441879	-4.424717	1.46	Pop17
201	0.9836	0.002	0.0144	58.441468	-4.424473	1.46	Pop17
202	0.9665	0.0275	0.006	58.441092	-4.42453	1.46	Pop17
203	0.9693	0.0056	0.0251	58.439896	-4.424336	1.46	Pop17
204	0.992	0.004	0.004	58.439199	-4.424185	1.46	Pop17
205	0.9906	0.0044	0.005	58.438805	-4.424224	1.46	Pop17
206	0.984	0.006	0.01	58.438188	-4.421736	1.46	Pop17
207	0.993	0.004	0.003	58.437584	-4.421216	1.46	Pop17
208	0.9532	0.0198	0.027	58.437584	-4.421216	1.46	Pop17
209	0.9908	0.0062	0.003	58.437584	-4.421216	1.46	Pop17
210	0.9873	0.004	0.0087	58.437364	-4.421254	1.46	Pop17
211	0.9746	0.0184	0.007	58.436465	-4.420629	1.46	Pop17
212	0.9768	0.0092	0.014	58.435154	-4.420744	1.46	Pop17
213	0.9826	0.0094	0.008	58.433674	-4.423404	1.46	Pop17
214	0.9851	0.005	0.0099	58.433536	-4.423745	1.46	Pop17
215	0.9827	0.0077	0.0096	58.432607	-4.424346	1.46	Pop17
216	0.9877	0.005	0.0073	58.432311	-4.424823	1.46	Pop17
217	0.9843	0.007	0.0087	58.428897	-4.424557	1.46	Pop17
218	0.9761	0.0099	0.014	58.428223	-4.425239	1.46	Pop17
219	0.92	0.005	0.075	58.427876	-4.425379	1.46	Pop17
220	0.9728	0.018	0.0092	58.427438	-4.425733	1.46	Pop17
221	0.9669	0.0281	0.005	58.427131	-4.425522	1.46	Pop17
222	0.9797	0.003	0.0173	58.425636	-4.425351	1.46	Pop17
223	0.991	0.002	0.007	58.424572	-4.424333	1.46	Pop17
224	0.9762	0.006	0.0178	58.424236	-4.423739	1.46	Pop17
225	0.982	0.003	0.015	58.424107	-4.423498	1.46	Pop17
226	0.9736	0.0206	0.0058	58.42396	-4.423413	1.46	Pop17
227	0.9791	0.0124	0.0085	58.423433	-4.422595	1.46	Pop17
228	0.9595	0.0365	0.004	58.423352	-4.422364	1.46	Pop17
229	0.9647	0.0313	0.004	58.423109	-4.421281	1.46	Pop17
230	0.991	0.006	0.003	58.422754	-4.420885	1.46	Pop17
231	0.8915	0.0069	0.1016	58.422384	-4.420877	1.46	Pop17
232	0.9867	0.0103	0.003	58.421889	-4.420839	1.46	Pop17
233	0.9612	0.008	0.0308	58.421546	-4.420951	1.46	Pop17
234	0.9812	0.0158	0.003	58.421336	-4.420604	1.46	Pop17
235	0.9348	0.0333	0.0319	58.42101	-4.420987	1.46	Pop17
236	0.9312	0.0668	0.002	58.420731	-4.421263	1.46	Pop17
237	0.9303	0.008	0.0617	58.420347	-4.421173	1.46	Pop17
238	0.9418	0.0171	0.0411	58.420186	-4.420802	1.46	Pop17
239	0.9894	0.0053	0.0053	58.420088	-4.420544	1.46	Pop17
240	0.9807	0.0153	0.004	58.419976	-4.421259	1.46	Pop17
241	0.9445	0.0498	0.0057	58.419958	-4.420384	1.46	Pop17
242	0.988	0.009	0.003	58.419887	-4.418915	1.46	Pop17
243	0.9938	0.002	0.0042	58.419628	-4.420279	1.46	Pop17
244	0.8907	0.1052	0.0041	58.41943	-4.420964	1.46	Pop17
245	0.9848	0.009	0.0062	58.419374	-4.420016	1.46	Pop17
246	0.6358	0.3581	0.0061	58.419355	-4.416341	1.46	Pop17
247	0.7621	0.2309	0.007	58.419334	-4.416296	1.46	Pop17
248	0.9866	0.0064	0.007	58.419179	-4.419855	1.46	Pop17
249	0.9917	0.004	0.0043	58.419145	-4.42051	1.46	Pop17
250	0.9899	0.0051	0.005	58.418965	-4.419773	1.46	Pop17
251	0.9834	0.0066	0.01	58.418953	-4.420345	1.46	Pop17
252	0.98	0.014	0.006	58.418937	-4.420323	1.46	Pop17
253	0.9697	0.0146	0.0157	58.418786	-4.42037	1.46	Pop17
254	0.989	0.008	0.003	58.418773	-4.420988	1.46	Pop17
255	0.984	0.006	0.01	58.418707	-4.419613	1.46	Pop17
256	0.9653	0.006	0.0287	58.41868	-4.42007	1.46	Pop17
257	0.9595	0.0295	0.011	58.41868	-4.42007	1.46	Pop17
258	0.9335	0.0625	0.004	58.418629	-4.420292	1.46	Pop17
259	0.988	0.006	0.006	58.418497	-4.419687	1.46	Pop17
260	0.9842	0.0109	0.0049	58.418402	-4.420234	1.46	Pop17
261	0.9875	0.0055	0.007	58.418271	-4.419318	1.46	Pop17
262	0.986	0.01	0.004	58.418258	-4.419328	1.46	Pop17
263	0.9885	0.005	0.0065	58.418116	-4.420172	1.46	Pop17
264	0.989	0.007	0.004	58.418022	-4.419021	1.46	Pop17
265	0.987	0.005	0.008	58.417725	-4.418864	1.46	Pop17
266	0.9796	0.0044	0.016	58.417532	-4.418748	1.46	Pop17
267	0.9693	0.0242	0.0065	58.41595	-4.416895	1.46	Pop17
268	0.9795	0.0071	0.0134	58.415103	-4.417008	1.46	Pop17
269	0.9645	0.0265	0.009	58.414728	-4.415715	1.46	Pop17
270	0.9766	0.0204	0.003	58.402783	-4.392857	1.46	Pop17
271	0.9869	0.002	0.0111	58.402514	-4.384203	1.46	Pop17
272	0.9929	0.004	0.0031	58.402514	-4.384203	1.46	Pop17
273	0.9764	0.0156	0.008	58.422395	-4.993343	29.69	Pop18
274	0.9141	0.0094	0.0765	58.422395	-4.993343	29.69	Pop18
275	0.987	0.004	0.009	58.25238	-5.02184	25.05	Pop19
276	0.993	0.003	0.004	58.25238	-5.02184	25.05	Pop19
277	0.9894	0.007	0.0036	58.25238	-5.02184	25.05	Pop19
278	0.9752	0.0162	0.0086	58.25238	-5.02184	25.05	Pop19
279	0.986	0.004	0.01	58.25238	-5.02184	25.05	Pop19
280	0.9939	0.002	0.0041	58.25238	-5.02184	25.05	Pop19
281	0.9489	0.0402	0.0109	58.25238	-5.02184	25.05	Pop19
282	0.9888	0.0042	0.007	58.25238	-5.02184	25.05	Pop19
283	0.9871	0.003	0.0099	58.25238	-5.02184	25.05	Pop19
284	0.993	0.004	0.003	58.25238	-5.02184	25.05	Pop19
